category,stockNo,stockName,lastPrice,revenue,revenueGrowthYOY,operatingProfit,operatingProfitMargin,netProfit,netProfitMargin,EPS,EPSGrowthYOYPercent,yrEnd
Property Development,00120.HK,COSMOPOL INT'L,1.520,69.60M,-41.000%,-10.20M,-14.655%,-123.50M,-177.443%,-0.017,34.524%,2020/12
Property Development,00123.HK,YUEXIU PPT-NEW,8.150,55.11B,28.000%,11.61B,21.075%,5.06B,9.188%,1.635,21.439%,2020/12
Property Development,00124.HK,GD LAND,1.030,4.00B,117.000%,2.80B,70.002%,1.68B,42.045%,0.983,393.076%,2020/12
Property Development,00129.HK,ASIA STANDARD,1.300,2.46B,3.000%,1.91B,77.724%,1.35B,55.025%,1.030,87.273%,2021/03
Property Development,00147.HK,IB SETTLEMENT,0.078,85.52M,-78.000%,-138.12M,-161.507%,-132.28M,-154.680%,-0.007,24.419%,2021/03
Property Development,00160.HK,HON KWOK LAND,3.800,1.28B,99.000%,272.34M,21.340%,121.52M,9.522%,0.170,N/A,2021/03
Property Development,00169.HK,WANDA HOTEL DEV,0.485,655.42M,-19.000%,135.51M,20.675%,165.13M,25.195%,0.035,N/A,2020/12
Property Development,00173.HK,K. WAH INT'L,3.780,11.73B,10.000%,4.87B,41.486%,3.27B,27.858%,1.046,3.731%,2020/12
Property Development,00183.HK,WINFULL GP,0.305,33.73M,-21.000%,-154.35M,-457.605%,-153.38M,-454.714%,-0.276,N/A,2020/06
Property Development,00185.HK,ZENSUN ENT,0.630,9.62B,-3.000%,1.46B,15.143%,933.24M,9.704%,0.084,-49.504%,2020/12
Property Development,00194.HK,LIU CHONG HING,8.260,771.62M,-39.000%,246.62M,31.961%,162.56M,21.067%,0.430,-62.281%,2020/12
Property Development,00199.HK,ITC PROPERTIES,0.980,228.14M,100.000%,-778.56M,-341.259%,-662.16M,-290.238%,-0.690,31.000%,2021/03
Infrastructure ,00240.HK,BUILD KING HOLD,1.110,7.63B,N/A,469.37M,6.153%,440.91M,5.780%,0.355,48.536%,2020/12
Infrastructure ,00390.HK,CHINA RAILWAY,4.020,"1,161.78B",22.000%,42.73B,3.678%,30.02B,2.584%,1.148,8.117%,2020/12
Infrastructure ,00498.HK,BLUE RIVER HLDG,0.370,277.29M,-23.000%,-117.40M,-42.338%,151.29M,54.561%,0.137,N/A,2021/03
Infrastructure ,00610.HK,WAI KEE HOLD,4.130,7.98B,N/A,543.25M,6.810%,1.08B,13.582%,1.370,-13.836%,2020/12
Infrastructure ,00871.HK,CH DREDG ENV,0.137,341.29M,-30.000%,-626.15M,-183.465%,-627.63M,-183.901%,-0.656,-0.639%,2020/12
Infrastructure ,01034.HK,FULLWEALTH,1.590,271.37M,-50.000%,-73.57M,-27.110%,-73.40M,-27.049%,-0.046,N/A,2020/12
Infrastructure ,01186.HK,CHINA RAIL CONS,5.100,"1,085.02B",16.000%,36.97B,3.408%,26.69B,2.460%,1.788,14.276%,2020/12
Infrastructure ,01343.HK,WEI YUAN HLDG,0.130,334.71M,-12.000%,-14.18M,-4.235%,-22.41M,-6.695%,-0.022,N/A,2020/12
Infrastructure ,01372.HK,C CARBONNEUTRAL,5.780,478.32M,4.000%,471.44M,98.561%,302.03M,63.144%,1.510,N/A,2020/12
Infrastructure ,01421.HK,KINGBO STRIKE,0.084,302.53M,-35.000%,-20.72M,-6.848%,-74.90M,-24.759%,-0.054,-29.596%,2020/06
Infrastructure ,01472.HK,SANG HING HLDGS,0.211,515.56M,N/A,59.97M,11.631%,48.03M,9.316%,0.063,N/A,2020/03
Infrastructure ,01559.HK,KWAN ON HLDGS,0.290,538.73M,-10.000%,-22.36M,-4.151%,-24.41M,-4.530%,-0.015,N/A,2021/03
Infrastructure ,01599.HK,UCD,2.020,11.90B,26.000%,1.09B,9.155%,937.47M,7.877%,0.691,26.248%,2020/12
Infrastructure ,01618.HK,MCC,1.770,476.90B,26.000%,14.08B,2.952%,7.95B,1.965%,0.381,26.409%,2020/12
Infrastructure ,01706.HK,SHUANG YUN HLDG,0.280,383.78M,-40.000%,17.47M,4.552%,3.36M,0.875%,0.004,-88.938%,2020/12
Infrastructure ,01707.HK,GEOTECH HLDGS,0.380,331.65M,-6.000%,-27.86M,-8.400%,-28.07M,-8.462%,-0.017,-106.173%,2020/12
Infrastructure ,01800.HK,CHINA COMM CONS,3.780,744.34B,20.000%,41.01B,5.509%,17.75B,2.384%,1.097,-15.409%,2020/12
Infrastructure ,01829.HK,CMEC,3.600,22.77B,-28.000%,2.10B,9.236%,1.41B,6.212%,0.346,-41.640%,2020/12
Infrastructure ,01865.HK,TRENDZON HLDG,1.270,250.90M,69.000%,25.55M,10.184%,18.79M,7.489%,0.020,118.542%,2021/03
Infrastructure ,01903.HK,JBB BUILDERS,0.660,227.21M,-63.000%,4.89M,2.154%,3.91M,1.719%,0.008,-91.764%,2020/06
Infrastructure ,01960.HK,TBKS HLDGS,0.395,273.58M,-25.000%,39.23M,14.340%,21.98M,8.035%,0.023,N/A,2020/06
Infrastructure ,01987.HK,BENG SOON MACH,2.230,57.67M,-70.000%,-80.63M,-139.804%,-70.32M,-121.930%,-0.070,N/A,2020/12
Infrastructure ,02068.HK,CHALIECO,1.430,27.44B,-20.000%,-2.24B,-8.171%,-2.51B,-9.135%,-0.846,"-3,686.349%",2020/12
Infrastructure ,02110.HK,YUE KAN HLDG,0.127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Infrastructure ,02132.HK,LANDRICH HLDG,0.163,634.45M,N/A,57.04M,8.990%,47.87M,7.546%,0.034,N/A,2021/03
Infrastructure ,02193.HK,MAN KING HOLD,0.320,276.55M,19.000%,4.40M,1.592%,15.74M,5.693%,0.038,435.714%,2021/03
Construction Materials,00058.HK,SUNWAY INT'L,0.440,384.96M,7.000%,-21.96M,-5.703%,-18.83M,-4.891%,-0.109,94.464%,2020/12
Infrastructure ,02258.HK,WATTS INT'L,0.560,2.17B,-5.000%,85.31M,3.936%,55.82M,2.576%,0.068,-50.499%,2020/12
Infrastructure ,06816.HK,PROSPER CONS,0.630,1.47B,184.000%,38.14M,2.602%,13.59M,0.927%,0.017,12.583%,2020/12
Infrastructure ,06888.HK,FREETECH,0.320,541.91M,11.000%,39.33M,7.258%,31.64M,5.838%,0.030,666.667%,2020/12
Infrastructure ,08059.HK,GLORY FLAME,0.059,80.88M,-13.000%,-10.85M,-13.411%,-15.25M,-18.856%,-0.015,65.604%,2020/12
Construction Materials,00366.HK,LUKS GROUP (VN),1.620,528.50M,-18.000%,93.23M,17.641%,61.51M,11.639%,0.122,-50.000%,2020/12
Construction Materials,00380.HK,CHINA PIPE,0.130,497.30M,-5.000%,32.08M,6.451%,20.15M,4.052%,0.015,196.078%,2020/12
Construction Materials,00691.HK,SHANSHUI CEMENT,2.020,24.90B,3.000%,5.55B,22.302%,3.80B,15.255%,0.870,14.500%,2020/12
Construction Materials,00695.HK,DONGWU CEMENT,2.760,549.43M,-13.000%,88.28M,16.067%,59.91M,10.904%,0.108,-19.786%,2020/12
Construction Materials,00713.HK,WORLD HOUSEWARE,0.890,817.30M,N/A,96.79M,11.842%,68.98M,8.440%,0.090,N/A,2020/12
Construction Materials,00726.HK,DIT GROUP,0.810,1.09B,56.000%,247.64M,22.734%,158.83M,14.581%,0.057,43.544%,2020/12
Construction Materials,00743.HK,ASIA CEMENT CH,6.030,12.90B,-8.000%,4.40B,34.118%,3.18B,24.656%,2.030,-9.588%,2020/12
Construction Materials,00914.HK,CONCH CEMENT,40.700,210.06B,19.000%,55.76B,26.546%,41.91B,19.952%,7.914,11.529%,2020/12
Construction Materials,01001.HK,HK SH ALLIANCE,0.255,2.07B,-10.000%,96.00M,4.630%,1.67M,0.081%,0.003,N/A,2021/03
Construction Materials,01102.HK,ENVIRO ENERGY,0.090,54.05M,-4.000%,-3.98M,-7.367%,-25.78M,-47.686%,-0.054,2.703%,2020/12
Construction Materials,01118.HK,GOLIK HOLDINGS,0.820,2.99B,6.000%,140.97M,4.713%,93.55M,3.127%,0.163,N/A,2020/12
Construction Materials,01252.HK,CHINA TIANRUI,5.880,14.51B,7.000%,2.71B,18.689%,2.22B,15.287%,0.751,8.378%,2020/12
Construction Materials,01312.HK,TONGFANG KONTA,0.075,1.01B,9.000%,-297.00K,-0.029%,-267.16M,-26.475%,-0.048,N/A,2020/12
Construction Materials,01313.HK,CHINARES CEMENT,7.250,40.09B,2.000%,11.47B,28.607%,8.96B,22.351%,1.283,3.971%,2020/12
Construction Materials,01592.HK,ANCHORSTONE,2.170,170.35M,-47.000%,-25.68M,-15.072%,-34.10M,-20.017%,-0.028,N/A,2020/12
Construction & Decoration,00153.HK,CHINA SAITE,0.104,1.46B,-14.000%,173.85M,11.867%,120.96M,8.257%,0.045,-34.130%,2019/12
Construction Materials,01653.HK,MOS HOUSE,0.365,158.88M,7.000%,11.53M,7.839%,10.05M,6.839%,0.043,N/A,2021/03
Construction Materials,01847.HK,GHPC,1.600,4.77B,18.000%,334.97M,7.019%,246.07M,5.156%,0.548,-19.570%,2020/12
Construction Materials,01937.HK,JIACHEN HOLDING,0.130,217.14M,-28.000%,8.13M,3.744%,886.77K,0.408%,0.001,-96.654%,2020/12
Construction Materials,02009.HK,BBMG,1.440,128.73B,25.000%,8.85B,6.877%,3.39B,2.633%,0.322,-17.721%,2020/12
Construction Materials,02060.HK,PUJIANG INTL,3.710,2.32B,14.000%,248.23M,10.696%,180.24M,7.766%,0.222,43.105%,2020/12
Construction & Decoration,00368.HK,SUPERLAND GROUP,0.580,680.21M,N/A,27.29M,4.012%,18.05M,2.653%,0.026,N/A,2020/12
Construction & Decoration,00385.HK,CHINNEY ALLI,1.120,4.94B,-5.000%,166.30M,3.365%,124.08M,2.511%,0.209,-5.000%,2020/12
Construction & Decoration,00406.HK,YAU LEE HOLD,1.340,6.79B,1.000%,185.02M,2.723%,150.43M,2.214%,0.343,N/A,2021/03
Construction & Decoration,00577.HK,SOUTH SHORE HLD,0.024,10.90B,16.000%,-1.17B,-10.622%,-1.02B,-9.374%,-1.009,82.522%,2020/03
Construction & Decoration,00589.HK,JIANZHONG CONS,1.180,1.52B,-13.000%,104.30M,6.843%,71.22M,4.672%,0.119,-71.932%,2020/12
Construction Materials,02128.HK,CHINA LESSO,18.620,33.46B,13.000%,5.42B,16.209%,4.47B,13.361%,1.454,32.778%,2020/12
Construction Materials,02187.HK,ZHIXIN GP HLDG,1.240,935.52M,N/A,118.24M,12.639%,74.64M,7.978%,74.637,N/A,2020/12
Construction Materials,02233.HK,WESTCHINACEMENT,1.160,8.50B,4.000%,2.18B,25.674%,1.86B,21.883%,0.342,-7.520%,2020/12
Construction Materials,03323.HK,CNBM,9.030,303.65B,7.000%,31.90B,10.505%,14.96B,4.927%,1.774,21.988%,2020/12
Construction Materials,03789.HK,ROYAL DELUXE,0.127,870.20M,23.000%,38.64M,4.441%,37.11M,4.265%,0.031,37.333%,2021/03
Construction & Decoration,00630.HK,AMCO UNITED,0.102,53.77M,-20.000%,-35.54M,-66.101%,-34.97M,-65.037%,-0.017,7.568%,2020/12
Construction & Decoration,00687.HK,TYSAN HOLDINGS,0.475,3.05B,12.000%,-140.27M,-4.593%,-104.88M,-3.434%,-0.031,86.304%,2020/12
Construction & Decoration,00711.HK,ASIA ALLIED INF,0.590,7.53B,-5.000%,-201.69M,-2.677%,-184.51M,-2.449%,-0.102,N/A,2021/03
Construction & Decoration,00747.HK,SHENYANG PUBLIC,0.152,8.35M,-71.000%,-63.69M,-762.500%,-47.30M,-566.224%,-0.032,52.479%,2020/12
Construction & Decoration,00750.HK,SFSY ENERGY,1.360,6.44B,74.000%,256.96M,3.992%,359.26M,5.581%,0.143,N/A,2020/12
Construction Materials,06193.HK,TAILAM TECHCON,0.700,513.74M,-15.000%,25.93M,5.047%,17.38M,3.384%,0.048,-46.671%,2020/12
Construction Materials,08277.HK,STEEDORIENTAL,0.390,181.88M,-18.000%,-14.69M,-8.079%,-27.50M,-15.119%,-0.126,12.708%,2021/03
Construction Materials,08349.HK,MEIGU TECH,1.020,116.34M,29.000%,11.99M,10.309%,6.61M,5.685%,0.017,70.407%,2020/12
Construction Materials,08427.HK,SK TARGET,0.093,41.65M,-25.000%,-7.18M,-17.234%,-8.01M,-19.242%,-0.013,-58.127%,2020/05
Construction & Decoration,00784.HK,LING YUI,0.142,240.99M,-46.000%,111.00K,0.046%,-550.00K,-0.228%,-0.001,N/A,2021/03
Construction & Decoration,00830.HK,CSC DEVELOPMENT,1.180,4.54B,-1.000%,256.29M,5.651%,194.34M,4.285%,0.090,10.811%,2020/12
Construction & Decoration,00896.HK,HANISON,1.240,1.45B,51.000%,269.96M,18.598%,274.99M,18.944%,0.252,24.138%,2021/03
Construction & Decoration,00924.HK,KHOON GROUP,0.405,210.33M,-25.000%,25.10M,11.934%,20.56M,9.775%,0.021,-27.451%,2020/06
Construction & Decoration,00983.HK,SOCAM DEV,1.670,5.91B,5.000%,270.00M,4.762%,52.00M,0.917%,0.140,600.000%,2020/12
Construction & Decoration,00994.HK,CT VISION SL,2.270,232.95M,-5.000%,-134.01M,-57.530%,-139.64M,-59.944%,-0.209,-18.506%,2020/12
Construction & Decoration,01162.HK,LUMINA GROUP,0.174,57.61M,-47.000%,-834.00K,-1.448%,-483.00K,-0.838%,-0.001,N/A,2021/03
Construction & Decoration,01183.HK,MECOM POWER,3.700,686.73M,41.000%,54.52M,7.939%,49.44M,7.199%,0.028,-9.574%,2020/12
Construction & Decoration,01253.HK,GREENLAND BROAD,0.295,805.92M,-24.000%,178.90M,22.199%,93.32M,11.579%,0.024,6.658%,2020/12
Construction & Decoration,01271.HK,GRAND MING,7.900,1.49B,65.000%,249.47M,16.716%,149.04M,9.986%,0.105,337.500%,2021/03
Construction & Decoration,01283.HK,ACCEL GROUP,1.590,508.90M,-2.000%,86.46M,16.990%,73.30M,14.404%,0.092,-12.928%,2021/03
Construction & Decoration,01315.HK,VISION FAME,0.025,6.25B,404.000%,9.13M,0.146%,-18.97M,-0.304%,-0.003,86.777%,2020/03
Construction & Decoration,01376.HK,RAFFLESINTERIOR,0.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01408.HK,MACAU E&M,0.360,268.71M,N/A,43.59M,16.221%,25.89M,9.637%,0.060,N/A,2020/12
Construction & Decoration,01413.HK,KWONG LUEN ENG,0.285,481.71M,N/A,54.28M,11.268%,31.13M,6.463%,0.041,N/A,2021/03
Steel,00024.HK,BURWILL,0.071,412.09M,-55.000%,7.24M,1.758%,10.23M,2.482%,0.002,N/A,2020/12
Construction & Decoration,01416.HK,CTR HOLDINGS,0.249,208.50M,-43.000%,-11.98M,-5.748%,-12.71M,-6.094%,-0.009,N/A,2021/02
Construction & Decoration,01420.HK,CHUAN HOLDING,0.144,424.56M,-5.000%,-52.54M,-12.374%,-49.08M,-11.559%,-0.047,N/A,2020/12
Construction & Decoration,01427.HK,CH TIANBAO GP,3.150,4.02B,35.000%,643.98M,16.036%,395.32M,9.844%,0.501,-12.164%,2020/12
Construction & Decoration,01429.HK,SKYMISSION GP,0.163,534.28M,N/A,69.91M,13.084%,60.61M,11.344%,0.043,N/A,2021/03
Precious Metal,00274.HK,C BILLION RES,0.239,57.15M,28.000%,-125.71M,-219.959%,-108.57M,-189.962%,-0.100,8.735%,2020/12
Steel,00103.HK,SHOUGANG CENT,0.265,2.04B,-4.000%,145.91M,7.147%,149.68M,7.262%,0.078,37.833%,2020/12
Steel,00159.HK,BROCKMAN MINING,0.220,715.00K,-92.000%,-21.32M,N/A,-21.02M,N/A,-0.002,N/A,2020/06
Steel,00323.HK,MAANSHAN IRON,3.380,97.28B,11.000%,3.42B,3.513%,2.36B,2.429%,0.307,87.470%,2020/12
Steel,00347.HK,ANGANG STEEL,4.800,120.27B,1.000%,2.96B,2.460%,2.36B,1.960%,0.250,17.885%,2020/12
Steel,00581.HK,CHINA ORIENTAL,2.410,46.66B,-2.000%,2.29B,4.911%,1.89B,4.052%,0.513,-46.671%,2020/12
Precious Metal,00340.HK,TONGGUAN GOLD,0.345,327.71M,71.000%,-4.22M,-1.289%,-6.33M,-1.932%,-0.002,69.355%,2020/12
Precious Metal,00621.HK,TAUNG GOLD,0.029,1.86M,-10.000%,-39.23M,"-2,105.690%",-526.23M,"-28,246.484%",-0.029,"-1,169.565%",2021/03
Precious Metal,00663.HK,KING STONE ENGY,0.064,51.27M,183.000%,-284.15M,-554.239%,-268.94M,-524.567%,-0.037,-184.615%,2020/12
Precious Metal,00815.HK,CHI SILVER GP,0.690,5.67B,29.000%,301.79M,5.320%,271.16M,4.780%,0.166,N/A,2020/12
Precious Metal,01194.HK,BAY AREA GOLD,0.590,1.45B,39.000%,-2.57B,-176.626%,-2.91B,-200.037%,-9.790,-353.241%,2020/12
Steel,00803.HK,PROSPERITY INTL,0.037,1.95B,-16.000%,52.28M,2.681%,-481.99M,-24.714%,-0.362,74.085%,2020/03
Steel,00826.HK,TIANGONG INT'L,3.250,6.22B,3.000%,891.30M,14.323%,640.08M,10.286%,0.249,42.894%,2020/12
Steel,00893.HK,CHINAVTM MINING,0.195,581.81M,-15.000%,9.57M,1.646%,-20.33M,-3.494%,-0.010,N/A,2020/12
Steel,01029.HK,IRC,0.260,1.74B,26.000%,791.67M,45.466%,779.57M,44.771%,0.110,N/A,2020/12
Steel,01053.HK,CHONGQING IRON,1.990,29.19B,11.000%,811.78M,2.781%,761.00M,2.607%,0.083,-25.340%,2020/12
Precious Metal,01712.HK,DRAGON MINING,1.720,413.45M,42.000%,62.74M,15.174%,60.85M,14.718%,0.438,76.484%,2020/12
Precious Metal,01787.HK,SD GOLD,13.740,75.86B,8.000%,3.78B,4.986%,2.66B,3.506%,0.608,81.318%,2020/12
Precious Metal,01818.HK,ZHAOJIN MINING,7.530,9.12B,28.000%,1.57B,17.239%,1.25B,13.756%,0.381,127.536%,2020/12
Precious Metal,02099.HK,CHINAGOLDINTL,20.800,6.70B,30.000%,1.20B,17.848%,868.04M,12.958%,2.189,N/A,2020/12
Precious Metal,02899.HK,ZIJIN MINING,10.460,204.41B,34.000%,13.40B,6.554%,7.76B,3.795%,0.298,48.136%,2020/12
Papermaking,00731.HK,SAMSON PAPER,0.365,5.91B,2.000%,210.99M,3.571%,109.21M,1.848%,0.092,-45.882%,2019/03
Steel,01090.HK,DA MING INT'L,2.960,41.88B,5.000%,846.00M,2.020%,414.76M,0.990%,0.334,113.315%,2020/12
Steel,01104.HK,APAC RESOURCES,1.280,436.53M,299.000%,-575.95M,-131.938%,-429.40M,-98.368%,-0.352,N/A,2020/06
Steel,01116.HK,MAYER HOLDINGS,0.232,692.63M,6.000%,56.81M,8.202%,18.90M,2.728%,0.009,309.790%,2020/12
Steel,01203.HK,GUANGNAN (HOLD),0.700,2.54B,7.000%,66.88M,2.635%,69.90M,2.754%,0.077,28.333%,2020/12
Steel,01231.HK,NEWTON RES,0.670,3.62B,69.000%,7.92M,0.219%,6.44M,0.178%,0.002,N/A,2020/12
Precious Metal,03330.HK,LINGBAO GOLD,1.060,6.67B,1.000%,341.76M,5.120%,106.91M,1.602%,0.124,N/A,2020/12
Precious Metal,08028.HK,TIMELESS,0.048,193.52M,67.000%,69.93M,36.820%,7.98M,4.199%,0.003,N/A,2021/03
Precious Metal,08162.HK,LOCO HK,0.260,11.40M,-94.000%,-46.04M,-440.004%,-46.86M,-447.783%,-0.080,-31.901%,2020/12
Precious Metal,08299.HK,GRAND T G GOLD,0.052,99.81M,43.000%,-3.52M,-3.524%,-17.97M,-18.009%,-0.012,48.936%,2021/03
Papermaking,00794.HK,COME SURE GROUP,0.700,1.20B,18.000%,47.90M,3.985%,27.33M,2.274%,0.079,131.965%,2021/03
Papermaking,00923.HK,IWS,0.060,51.33M,-50.000%,-34.27M,-66.775%,-23.89M,-46.551%,-0.005,68.750%,2021/03
Papermaking,01812.HK,CHENMING PAPER,4.950,36.63B,7.000%,2.59B,7.067%,2.04B,5.570%,0.429,16.354%,2020/12
Papermaking,02002.HK,SUNSHINE PAPER,1.870,7.95B,12.000%,874.48M,10.994%,593.22M,7.458%,0.727,51.305%,2020/12
Papermaking,02314.HK,LEE & MAN PAPER,6.580,25.87B,-4.000%,4.32B,16.706%,3.52B,13.622%,0.810,9.520%,2020/12
Steel,01266.HK,XIWANG STEEL,0.360,18.22B,45.000%,19.84M,0.109%,21.89M,0.120%,0.009,-4.376%,2020/12
Steel,01370.HK,AOWEI HOLDING,1.060,911.38M,-6.000%,-86.32M,-9.471%,-110.60M,-12.136%,-0.067,N/A,2019/12
Steel,01553.HK,MAIKE TUBE,1.680,1.50B,18.000%,124.22M,8.304%,118.63M,7.930%,0.273,-7.832%,2020/12
Steel,01721.HK,FSM HOLDINGS,0.370,55.57M,-51.000%,1.99M,3.580%,341.20K,0.614%,0.001,-95.802%,2019/12
Steel,01894.HK,HANG YICK HLDGS,0.660,200.38M,10.000%,15.88M,7.925%,12.25M,6.111%,0.016,-33.333%,2020/03
Papermaking,02320.HK,HOP FUNG GROUP,0.275,1.04B,-12.000%,6.50M,0.625%,1.36M,0.131%,0.002,N/A,2020/12
Papermaking,02689.HK,ND PAPER,11.040,56.28B,-9.000%,6.64B,11.806%,4.57B,8.119%,0.976,3.408%,2020/06
Other Minerals,00217.HK,CHINA CHENGTONG,0.185,931.69M,-16.000%,107.85M,11.576%,121.37M,13.027%,0.021,154.878%,2020/12
Steel,02112.HK,CAA RESOURCES,0.084,215.96M,-97.000%,-231.45M,-107.173%,-229.50M,-106.268%,-0.153,48.520%,2020/12
Steel,02623.HK,ADD NEW ENERGY,0.230,1.15B,218.000%,97.90M,8.503%,72.35M,6.284%,0.013,N/A,2020/12
Steel,02738.HK,HUAJIN INTL,2.900,3.39B,40.000%,48.07M,1.416%,43.41M,1.279%,0.072,111.573%,2020/12
Steel,03788.HK,CHINA HANKING,1.260,3.19B,26.000%,566.25M,17.754%,452.25M,14.180%,0.248,36.943%,2020/12
Steel,06890.HK,KANGLI INT HLDG,0.680,1.91B,14.000%,125.29M,6.545%,86.31M,4.508%,0.143,219.973%,2020/12
Other Minerals,00758.HK,MACROLINK CAP,0.270,262.46M,-22.000%,-69.48M,-26.472%,-64.85M,-24.707%,-0.054,26.902%,2020/12
Other Minerals,01380.HK,CHI KINGSTONE,0.033,86.73M,18.000%,-36.29M,-41.846%,-36.29M,-41.846%,-0.013,51.115%,2020/12
Other Minerals,02212.HK,FB MINING,0.024,24.13M,251.000%,-15.36M,-63.666%,-14.02M,-58.090%,-0.004,34.699%,2020/12
Other Minerals,02302.HK,CNNC INT'L,1.500,1.65B,-48.000%,-66.02M,-4.005%,-88.32M,-5.359%,-0.181,59.598%,2020/12
Other Minerals,02326.HK,NPE HOLDINGS,0.019,601.95M,25.000%,-10.03M,-1.666%,-37.91M,-6.297%,-0.002,-125.000%,2021/03
Other Minerals,03313.HK,ARTGO HOLDINGS,0.067,84.18M,-72.000%,-199.03M,-236.428%,-274.42M,-325.975%,-0.077,-123.637%,2020/12
Other Minerals,06128.HK,GRAPHEX GROUP,0.790,388.85M,23.000%,-59.46M,-15.290%,-91.70M,-23.581%,-0.194,-50.388%,2020/12
Other Minerals,08022.HK,EVERSHINE GP,0.010,4.16M,20.000%,-54.26M,"-1,305.897%",-71.10M,"-1,711.264%",-0.034,34.375%,2020/12
Other Minerals,08331.HK,P.B. GROUP,0.060,66.42M,2.000%,10.94M,16.468%,8.59M,12.926%,0.012,0.840%,2020/12
Fertilisers & Agricultural Chemicals,00297.HK,SINOFERT,1.080,25.48B,N/A,749.66M,2.942%,767.67M,3.012%,0.109,11.522%,2020/12
Fertilisers & Agricultural Chemicals,00509.HK,SUNSHINE,0.047,2.15B,-50.000%,-929.86M,-43.213%,-745.37M,-34.639%,-0.163,N/A,2020/12
Fertilisers & Agricultural Chemicals,00809.HK,GLOBAL BIO-CHEM,0.218,848.87M,-81.000%,-1.68B,-198.233%,-2.43B,-286.258%,-0.286,-84.516%,2020/12
Fertilisers & Agricultural Chemicals,00827.HK,KO YO GROUP,0.088,2.52B,14.000%,-84.88M,-3.373%,-288.18M,-11.453%,-0.053,70.566%,2020/12
Fertilisers & Agricultural Chemicals,01103.HK,DASHENG AGR FIN,0.019,1.71B,7.000%,-1.08B,-63.345%,-929.18M,-54.371%,-0.098,-7.974%,2020/12
Fertilisers & Agricultural Chemicals,01702.HK,DONGGUANG CHEM,1.450,2.33B,-1.000%,204.40M,8.767%,149.32M,6.405%,0.241,-17.135%,2020/12
Fertilisers & Agricultural Chemicals,01866.HK,CHINA XLX FERT,4.400,12.45B,24.000%,758.90M,6.096%,414.38M,3.329%,0.354,17.162%,2020/12
Fertilisers & Agricultural Chemicals,03983.HK,CHINA BLUECHEM,2.260,12.42B,2.000%,1.25B,10.106%,888.54M,7.156%,0.191,13.768%,2020/12
Fertilisers & Agricultural Chemicals,08189.HK,TEDA BIOMEDICAL,0.300,440.23M,9.000%,-46.26M,-10.508%,-57.21M,-12.995%,-0.030,39.632%,2020/12
Nonferrous Metal,00098.HK,XINGFA ALUM,12.820,14.17B,12.000%,1.15B,8.132%,912.26M,6.439%,2.181,34.573%,2020/12
Nonferrous Metal,00166.HK,NEWTIMES ENERGY,0.073,5.03B,"2,027.000%",-64.56M,-1.282%,-79.48M,-1.579%,-0.009,96.520%,2020/12
Nonferrous Metal,00195.HK,GREENTECH INTL,0.102,664.30M,49.000%,3.10M,0.467%,-25.66M,-3.863%,-0.004,55.556%,2020/12
Nonferrous Metal,00358.HK,JIANGXI COPPER,15.720,378.73B,41.000%,3.74B,0.987%,2.66B,0.701%,0.763,-2.484%,2020/12
Nonferrous Metal,00433.HK,NORTH MINING,0.013,846.59M,-11.000%,-873.13M,-103.135%,-742.75M,-87.734%,-0.035,-54.222%,2019/12
Nonferrous Metal,00486.HK,RUSAL,5.120,66.41B,-12.000%,2.16B,3.257%,5.88B,8.861%,0.388,-20.981%,2020/12
Environmental Energy Material,00155.HK,CHINA SOLAR,0.180,180.50M,-42.000%,-105.18M,-58.270%,-136.86M,-75.822%,-0.103,52.752%,2013/03
Nonferrous Metal,00505.HK,XINGYE ALLOY,1.100,5.41B,13.000%,202.43M,3.745%,179.78M,3.326%,0.215,174.263%,2020/12
Nonferrous Metal,00521.HK,CWT INT'L,0.092,44.67B,9.000%,103.76M,0.232%,41.47M,0.093%,0.004,N/A,2020/12
Nonferrous Metal,00601.HK,REMT,0.054,744.84M,-50.000%,-68.65M,-9.217%,-74.01M,-9.937%,-0.011,N/A,2020/12
Nonferrous Metal,00637.HK,LEE KEE,0.360,1.95B,4.000%,23.25M,1.191%,16.88M,0.865%,0.020,N/A,2021/03
Nonferrous Metal,00661.HK,CDAYENONFER,0.113,35.03B,-4.000%,394.19M,1.125%,365.22M,1.043%,0.020,122.420%,2020/12
Environmental Energy Material,00438.HK,IRICO NEWENERGY,26.350,3.00B,19.000%,192.70M,6.419%,261.81M,8.722%,1.967,111.013%,2020/12
Environmental Energy Material,00712.HK,COMTEC SOLAR,0.500,65.57M,-36.000%,-84.53M,-128.914%,-78.31M,-119.429%,-0.109,54.586%,2020/12
Environmental Energy Material,00757.HK,SOLARGIGA,0.405,7.21B,45.000%,-39.07M,-0.542%,-257.03M,-3.563%,-0.081,34.290%,2020/12
Environmental Energy Material,00819.HK,TIANNENG POWER,13.460,63.80B,40.000%,3.52B,5.512%,2.95B,4.628%,2.622,57.481%,2020/12
Environmental Energy Material,00841.HK,CASSAVA RES,0.355,1.42B,-12.000%,-65.41M,-4.594%,-34.37M,-2.414%,-0.059,N/A,2020/03
Nonferrous Metal,00769.HK,CHINA RAREEARTH,0.880,1.11B,9.000%,26.94M,2.422%,19.71M,1.772%,0.008,-49.398%,2020/12
