category,stockNo,stockName,lastPrice,change,changePercent,volumn,turnover,PE,PB,earningYield,marketCap
Infrastructure ,01472.HK,SANG HING HLDGS,0.211,+0.011,+5.500%,30.89M,6.77M,3.34,0.73,4.74%,211.00M
Construction Materials,01937.HK,JIACHEN HOLDING,0.130,0.000,0.000%,1.83M,235.48K,136.34,0.40,0.00%,130.00M
Construction Materials,02009.HK,BBMG,1.440,-0.020,-1.370%,2.18M,3.13M,4.48,0.28,4.97%,3.37B
Construction Materials,02060.HK,PUJIANG INTL,3.710,-0.040,-1.067%,758.00K,2.82M,16.69,1.43,1.35%,3.01B
Construction Materials,02128.HK,CHINA LESSO,18.620,-0.540,-2.818%,2.22M,41.83M,12.81,2.44,2.69%,57.77B
Construction Materials,02187.HK,ZHIXIN GP HLDG,1.240,-0.020,-1.587%,1.46M,1.84M,0.02,N/A,0.00%,927.52M
Property Development,00088.HK,TAI CHEUNG HOLD,4.950,0.000,0.000%,502.00K,2.48M,No Profit,0.45,4.85%,3.06B
Property Development,00095.HK,LVGEM CHINA,2.000,-0.030,-1.478%,4.15M,8.26M,2.47,0.35,0.00%,10.20B
Property Development,00106.HK,LANDSEA PPT,0.670,+0.010,+1.515%,3.43M,2.28M,No Profit,0.53,4.48%,3.16B
Property Development,00112.HK,LERTHAI GROUP,0.890,0.000,0.000%,0.00,0.00,4.94,0.13,0.00%,954.17M
Property Development,00115.HK,GRAND FIELD GP,0.770,0.000,0.000%,0.00,0.00,5.42,0.15,0.00%,188.62M
Infrastructure ,01559.HK,KWAN ON HLDGS,0.290,0.000,0.000%,0.00,0.00,No Profit,0.88,0.00%,459.36M
Infrastructure ,01599.HK,UCD,2.020,-0.030,-1.463%,1.61M,3.25M,2.92,0.42,9.25%,783.63M
Infrastructure ,01618.HK,MCC,1.770,-0.040,-2.210%,6.49M,11.55M,4.64,0.40,5.05%,5.08B
Infrastructure ,01706.HK,SHUANG YUN HLDG,0.280,-0.005,-1.754%,295.00K,79.25K,79.58,0.87,0.00%,280.00M
Infrastructure ,01707.HK,GEOTECH HLDGS,0.380,+0.030,+8.571%,728.00K,273.52K,No Profit,2.66,0.00%,638.40M
Construction Materials,02233.HK,WESTCHINACEMENT,1.160,-0.030,-2.521%,19.56M,22.77M,3.39,0.51,12.33%,6.31B
Construction Materials,03323.HK,CNBM,9.030,-0.090,-0.987%,36.56M,332.57M,5.09,0.71,6.20%,34.93B
Construction Materials,03789.HK,ROYAL DELUXE,0.127,0.000,0.000%,320.00K,40.64K,4.11,0.55,0.00%,152.40M
Construction Materials,06193.HK,TAILAM TECHCON,0.700,-0.030,-4.110%,52.00K,36.40K,14.68,1.04,0.00%,280.00M
Construction Materials,08277.HK,STEEDORIENTAL,0.390,0.000,0.000%,0.00,0.00,No Profit,2.74,0.00%,102.36M
Property Development,00119.HK,POLY PROPERTY,2.010,-0.010,-0.495%,2.66M,5.41M,3.91,0.21,6.37%,7.36B
Property Development,00120.HK,COSMOPOL INT'L,1.520,-0.010,-0.654%,3.42M,5.21M,No Profit,5.99,0.00%,8.96B
Property Development,00123.HK,YUEXIU PPT-NEW,8.150,-0.030,-0.367%,2.79M,22.76M,4.98,0.48,7.36%,25.24B
Property Development,00124.HK,GD LAND,1.030,0.000,0.000%,62.00K,63.98K,1.05,0.26,1.49%,1.76B
Property Development,00129.HK,ASIA STANDARD,1.300,0.000,0.000%,54.00K,69.76K,1.26,0.08,2.31%,1.72B
Infrastructure ,01800.HK,CHINA COMM CONS,3.780,+0.010,+0.265%,11.50M,43.36M,3.45,0.21,5.70%,16.70B
Infrastructure ,01829.HK,CMEC,3.600,0.000,0.000%,355.62K,1.28M,10.42,0.69,0.00%,3.27B
Infrastructure ,01865.HK,TRENDZON HLDG,1.270,-0.020,-1.550%,14.82M,18.76M,62.84,5.00,0.00%,1.17B
Infrastructure ,01903.HK,JBB BUILDERS,0.660,0.000,0.000%,0.00,0.00,84.80,1.45,0.00%,330.00M
Infrastructure ,01960.HK,TBKS HLDGS,0.395,-0.025,-5.952%,3.13M,1.24M,16.92,1.56,0.00%,395.00M
Construction & Decoration,00153.HK,CHINA SAITE,0.104,0.000,0.000%,0.00,0.00,2.33,0.09,0.00%,314.16M
Construction Materials,08349.HK,MEIGU TECH,1.020,+0.140,+15.909%,5.26M,5.20M,61.57,5.79,0.00%,408.00M
Construction Materials,08427.HK,SK TARGET,0.093,+0.003,+3.333%,46.46M,4.36M,No Profit,0.98,0.00%,72.93M
Property Development,00147.HK,IB SETTLEMENT,0.078,0.000,0.000%,0.00,0.00,No Profit,2.05,0.00%,1.58B
Property Development,00160.HK,HON KWOK LAND,3.800,0.000,0.000%,324.20K,1.22M,22.35,0.23,3.29%,2.74B
Property Development,00169.HK,WANDA HOTEL DEV,0.485,0.000,0.000%,221.00K,105.43K,13.86,1.03,0.00%,2.28B
Property Development,00173.HK,K. WAH INT'L,3.780,+0.010,+0.265%,2.35M,8.85M,3.62,0.27,5.56%,11.82B
Property Development,00183.HK,WINFULL GP,0.305,0.000,0.000%,0.00,0.00,No Profit,0.09,0.00%,171.05M
Infrastructure ,01987.HK,BENG SOON MACH,2.230,-0.010,-0.446%,7.62M,17.03M,No Profit,9.68,0.00%,2.23B
Infrastructure ,02068.HK,CHALIECO,1.430,-0.010,-0.694%,1.09M,1.59M,No Profit,0.41,0.00%,571.25M
Infrastructure ,02110.HK,YUE KAN HLDG,0.127,-0.003,-2.308%,900.00K,114.46K,N/A,N/A,0.00%,282.45M
Infrastructure ,02132.HK,LANDRICH HLDG,0.163,-0.001,-0.610%,32.00K,5.10K,4.85,1.15,1.92%,260.80M
Infrastructure ,02193.HK,MAN KING HOLD,0.320,0.000,0.000%,0.00,0.00,8.53,0.53,9.38%,134.34M
Construction & Decoration,00368.HK,SUPERLAND GROUP,0.580,+0.010,+1.754%,0.00,0.00,22.22,3.37,0.00%,464.00M
Construction & Decoration,00385.HK,CHINNEY ALLI,1.120,-0.030,-2.609%,96.00K,105.84K,5.36,0.33,3.57%,666.29M
Construction & Decoration,00406.HK,YAU LEE HOLD,1.340,-0.010,-0.741%,82.00K,108.28K,3.90,0.40,5.82%,586.99M
Construction & Decoration,00577.HK,SOUTH SHORE HLD,0.024,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,24.31M
Construction & Decoration,00589.HK,JIANZHONG CONS,1.180,0.000,0.000%,80.00K,94.40K,9.90,0.57,1.76%,737.50M
Steel,00024.HK,BURWILL,0.071,0.000,0.000%,0.00,0.00,35.50,N/A,0.00%,362.93M
Property Development,00185.HK,ZENSUN ENT,0.630,-0.020,-3.077%,21.31M,13.66M,7.51,1.28,1.53%,12.05B
Property Development,00194.HK,LIU CHONG HING,8.260,-0.080,-0.959%,155.00K,1.28M,19.21,0.25,4.84%,3.13B
Property Development,00199.HK,ITC PROPERTIES,0.980,-0.020,-2.000%,339.00K,329.52K,No Profit,0.27,0.00%,940.97M
Infrastructure ,02258.HK,WATTS INT'L,0.560,0.000,0.000%,0.00,0.00,8.26,0.58,2.85%,462.22M
Infrastructure ,06816.HK,PROSPER CONS,0.630,0.000,0.000%,8.00K,4.90K,37.06,0.94,0.00%,504.00M
Infrastructure ,06888.HK,FREETECH,0.320,+0.015,+4.918%,363.00K,109.85K,10.70,0.45,0.00%,345.28M
Infrastructure ,08059.HK,GLORY FLAME,0.059,0.000,0.000%,0.00,0.00,No Profit,1.32,0.00%,59.63M
Construction & Decoration,00630.HK,AMCO UNITED,0.102,+0.007,+7.368%,40.00K,3.98K,No Profit,1.87,0.00%,246.73M
Construction & Decoration,00687.HK,TYSAN HOLDINGS,0.475,-0.010,-2.062%,406.00K,192.99K,No Profit,1.12,0.00%,1.60B
Construction & Decoration,00711.HK,ASIA ALLIED INF,0.590,0.000,0.000%,7.72M,4.64M,No Profit,0.47,1.48%,1.07B
Construction & Decoration,00747.HK,SHENYANG PUBLIC,0.152,-0.007,-4.403%,2.00K,306.00,No Profit,0.28,0.00%,92.02M
Construction & Decoration,00750.HK,SFSY ENERGY,1.360,0.000,0.000%,4.51M,6.24M,9.51,0.68,2.06%,3.43B
Steel,00103.HK,SHOUGANG CENT,0.265,0.000,0.000%,0.00,0.00,3.42,0.31,5.66%,503.14M
Steel,00159.HK,BROCKMAN MINING,0.220,0.000,0.000%,744.00K,163.70K,No Profit,3.39,0.00%,2.04B
Steel,00323.HK,MAANSHAN IRON,3.380,+0.010,+0.297%,9.35M,31.47M,11.01,0.77,4.58%,5.86B
Steel,00347.HK,ANGANG STEEL,4.800,-0.120,-2.439%,10.85M,52.32M,19.18,0.71,2.09%,6.78B
Steel,00581.HK,CHINA ORIENTAL,2.410,-0.100,-3.984%,3.51M,8.52M,4.70,0.36,4.98%,8.97B
Steel,00803.HK,PROSPERITY INTL,0.037,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,49.72M
Construction & Decoration,00784.HK,LING YUI,0.142,0.000,0.000%,1.80M,255.47K,No Profit,1.09,0.00%,113.60M
Construction & Decoration,00830.HK,CSC DEVELOPMENT,1.180,-0.010,-0.840%,964.00K,1.14M,13.08,1.81,2.54%,2.54B
Construction & Decoration,00896.HK,HANISON,1.240,-0.010,-0.800%,42.92K,52.97K,4.92,0.33,6.05%,1.37B
Construction & Decoration,00924.HK,KHOON GROUP,0.405,0.000,0.000%,0.00,0.00,19.72,1.89,0.00%,405.00M
Construction & Decoration,00983.HK,SOCAM DEV,1.670,0.000,0.000%,36.00K,59.60K,11.93,0.20,0.00%,625.24M
Construction & Decoration,00994.HK,CT VISION SL,2.270,0.000,0.000%,0.00,0.00,No Profit,5.93,0.00%,1.73B
Steel,00826.HK,TIANGONG INT'L,3.250,+0.029,+0.900%,7.31M,23.70M,13.05,1.29,2.69%,9.08B
Steel,00893.HK,CHINAVTM MINING,0.195,+0.001,+0.515%,634.00K,119.06K,No Profit,0.59,0.00%,438.56M
Steel,01029.HK,IRC,0.260,-0.010,-3.704%,24.25M,6.33M,2.36,0.62,0.00%,1.84B
Steel,01053.HK,CHONGQING IRON,1.990,-0.050,-2.451%,8.21M,16.35M,23.85,0.74,0.00%,1.07B
Steel,01090.HK,DA MING INT'L,2.960,+0.010,+0.339%,72.00K,214.76K,8.87,1.05,2.03%,3.69B
Steel,01104.HK,APAC RESOURCES,1.280,0.000,0.000%,4.00K,4.92K,No Profit,0.45,7.81%,1.56B
Construction & Decoration,01162.HK,LUMINA GROUP,0.174,+0.002,+1.163%,48.00K,8.34K,No Profit,0.76,0.00%,104.40M
Construction & Decoration,01183.HK,MECOM POWER,3.700,-0.200,-5.128%,7.98M,29.90M,134.50,15.54,0.72%,6.61B
Construction & Decoration,01253.HK,GREENLAND BROAD,0.295,0.000,0.000%,4.00K,1.18K,12.38,0.83,0.00%,986.05M
Construction & Decoration,01271.HK,GRAND MING,7.900,+0.100,+1.282%,35.78K,284.67K,75.24,4.53,3.54%,11.21B
Construction & Decoration,01283.HK,ACCEL GROUP,1.590,+0.090,+6.000%,1.08M,1.71M,17.36,3.61,2.58%,1.27B
Steel,01116.HK,MAYER HOLDINGS,0.232,+0.003,+1.310%,170.00K,39.40K,26.66,0.97,0.00%,500.66M
Steel,01203.HK,GUANGNAN (HOLD),0.700,0.000,0.000%,372.00K,256.74K,9.09,0.25,3.57%,635.32M
Steel,01231.HK,NEWTON RES,0.670,-0.020,-2.899%,34.00K,23.12K,432.09,11.13,0.00%,2.68B
Steel,01266.HK,XIWANG STEEL,0.360,-0.005,-1.370%,3.07M,1.10M,38.72,0.13,0.00%,852.88M
Steel,01370.HK,AOWEI HOLDING,1.060,0.000,0.000%,0.00,0.00,No Profit,1.17,0.00%,1.73B
Construction & Decoration,01315.HK,VISION FAME,0.025,0.000,0.000%,3.94M,101.14K,No Profit,1.21,0.00%,187.50M
Construction & Decoration,01376.HK,RAFFLESINTERIOR,0.107,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,107.00M
Construction & Decoration,01408.HK,MACAU E&M,0.360,+0.005,+1.408%,538.00K,189.80K,5.95,0.88,0.00%,180.00M
Construction & Decoration,01413.HK,KWONG LUEN ENG,0.285,-0.010,-3.390%,1.05M,295.15K,7.00,1.27,0.00%,285.00M
Construction & Decoration,01416.HK,CTR HOLDINGS,0.249,0.000,0.000%,0.00,0.00,No Profit,1.32,0.00%,348.60M
Steel,01553.HK,MAIKE TUBE,1.680,0.000,0.000%,8.00K,13.44K,6.16,0.81,7.14%,728.78M
Steel,01721.HK,FSM HOLDINGS,0.370,0.000,0.000%,0.00,0.00,639.81,1.62,0.00%,370.00M
Steel,01894.HK,HANG YICK HLDGS,0.660,0.000,0.000%,0.00,0.00,41.25,2.04,0.46%,506.62M
Steel,02112.HK,CAA RESOURCES,0.084,0.000,0.000%,0.00,0.00,No Profit,0.48,0.00%,126.00M
Steel,02623.HK,ADD NEW ENERGY,0.230,-0.010,-4.167%,1.04M,238.10K,17.54,3.12,0.00%,1.22B
Construction & Decoration,01420.HK,CHUAN HOLDING,0.144,+0.024,+20.000%,1.64M,218.22K,No Profit,0.30,0.00%,149.25M
Construction & Decoration,01427.HK,CH TIANBAO GP,3.150,+0.030,+0.962%,1.01M,3.11M,6.29,1.63,1.59%,2.55B
Construction & Decoration,01429.HK,SKYMISSION GP,0.163,+0.001,+0.617%,528.00K,84.12K,3.77,0.79,0.00%,260.80M
Papermaking,00731.HK,SAMSON PAPER,0.365,0.000,0.000%,0.00,0.00,3.97,0.24,6.58%,416.49M
Precious Metal,00274.HK,C BILLION RES,0.239,+0.001,+0.420%,30.00K,7.17K,No Profit,1.22,0.00%,301.79M
Steel,02738.HK,HUAJIN INTL,2.900,-0.040,-1.361%,372.00K,1.09M,40.08,2.56,3.38%,1.74B
Steel,03788.HK,CHINA HANKING,1.260,-0.060,-4.545%,3.15M,4.04M,5.08,1.79,9.52%,2.47B
Steel,06890.HK,KANGLI INT HLDG,0.680,0.000,0.000%,20.00K,13.50K,4.75,0.51,5.59%,412.25M
Papermaking,00794.HK,COME SURE GROUP,0.700,+0.050,+7.692%,4.00K,2.66K,8.85,0.37,0.00%,240.70M
Papermaking,00923.HK,IWS,0.060,0.000,0.000%,0.00,0.00,No Profit,0.34,0.00%,289.38M
Papermaking,01812.HK,CHENMING PAPER,4.950,+0.110,+2.273%,14.74M,73.16M,11.54,0.53,4.46%,2.62B
Papermaking,02002.HK,SUNSHINE PAPER,1.870,+0.020,+1.081%,2.32M,4.35M,2.57,0.41,0.00%,1.69B
Papermaking,02314.HK,LEE & MAN PAPER,6.580,+0.670,+11.337%,16.96M,110.15M,8.12,1.01,4.56%,28.60B
Papermaking,02320.HK,HOP FUNG GROUP,0.275,+0.005,+1.852%,0.00,0.00,161.77,0.14,0.00%,224.85M
Precious Metal,00340.HK,TONGGUAN GOLD,0.345,0.000,0.000%,170.40K,58.20K,No Profit,0.64,0.00%,1.17B
Precious Metal,00621.HK,TAUNG GOLD,0.029,-0.001,-3.333%,76.90M,2.17M,No Profit,0.20,0.00%,526.39M
Precious Metal,00663.HK,KING STONE ENGY,0.064,-0.004,-5.882%,4.70M,300.72K,No Profit,2.33,0.00%,506.56M
Precious Metal,00815.HK,CHI SILVER GP,0.690,-0.020,-2.817%,3.75M,2.59M,4.17,0.34,0.00%,1.12B
Precious Metal,01194.HK,BAY AREA GOLD,0.590,+0.050,+9.259%,12.00K,7.08K,No Profit,0.04,0.00%,175.96M
Papermaking,02689.HK,ND PAPER,11.040,+1.080,+10.843%,31.29M,341.17M,11.32,1.17,3.18%,51.80B
Precious Metal,01712.HK,DRAGON MINING,1.720,0.000,0.000%,0.00,0.00,3.93,0.75,0.00%,273.21M
Precious Metal,01787.HK,SD GOLD,13.740,0.000,0.000%,3.28M,45.08M,22.60,2.00,0.43%,11.80B
Precious Metal,01818.HK,ZHAOJIN MINING,7.530,+0.150,+2.033%,5.77M,43.47M,19.74,1.72,0.79%,19.65B
Precious Metal,02099.HK,CHINAGOLDINTL,20.800,-0.300,-1.422%,647.90K,13.50M,9.50,0.67,4.47%,8.25B
Precious Metal,02899.HK,ZIJIN MINING,10.460,+0.020,+0.192%,55.06M,574.63M,35.10,3.95,1.37%,60.01B
Precious Metal,03330.HK,LINGBAO GOLD,1.060,-0.020,-1.852%,362.00K,385.32K,8.55,0.43,0.00%,315.11M
Precious Metal,08028.HK,TIMELESS,0.048,-0.001,-2.041%,40.25K,1.97K,17.14,2.56,0.00%,135.02M
Precious Metal,08162.HK,LOCO HK,0.260,-0.005,-1.887%,0.00,0.00,No Profit,3.78,0.00%,179.70M
Precious Metal,08299.HK,GRAND T G GOLD,0.052,+0.016,+44.444%,30.26M,1.68M,No Profit,0.36,0.00%,77.83M
Other Minerals,00217.HK,CHINA CHENGTONG,0.185,-0.002,-1.070%,162.00K,29.54K,8.85,0.36,4.87%,1.07B
Nonferrous Metal,00098.HK,XINGFA ALUM,12.820,+0.060,+0.470%,31.00K,393.00K,5.88,1.22,2.81%,5.38B
Other Minerals,00758.HK,MACROLINK CAP,0.270,+0.015,+5.882%,8.00K,2.16K,No Profit,3.06,0.00%,325.69M
Other Minerals,01380.HK,CHI KINGSTONE,0.033,0.000,0.000%,10.00K,220.00,No Profit,0.25,0.00%,93.46M
Other Minerals,02212.HK,FB MINING,0.024,0.000,0.000%,0.00,0.00,No Profit,1.40,0.00%,105.33M
Other Minerals,02302.HK,CNNC INT'L,1.500,0.000,0.000%,0.00,0.00,No Profit,2.19,0.00%,733.75M
Other Minerals,02326.HK,NPE HOLDINGS,0.019,-0.001,-5.000%,1.42M,27.10K,No Profit,0.78,0.00%,400.60M
Nonferrous Metal,00166.HK,NEWTIMES ENERGY,0.073,+0.004,+5.797%,13.77M,988.04K,No Profit,0.84,0.00%,639.40M
Nonferrous Metal,00195.HK,GREENTECH INTL,0.102,0.000,0.000%,3.07M,311.19K,No Profit,1.55,0.00%,696.66M
Nonferrous Metal,00358.HK,JIANGXI COPPER,15.720,-0.180,-1.132%,7.72M,121.37M,20.61,0.76,0.76%,21.81B
Nonferrous Metal,00433.HK,NORTH MINING,0.013,0.000,0.000%,0.00,0.00,No Profit,0.16,0.00%,303.82M
Nonferrous Metal,00486.HK,RUSAL,5.120,+0.030,+0.589%,2.44M,12.57M,13.21,1.53,0.00%,77.79B
Other Minerals,03313.HK,ARTGO HOLDINGS,0.067,0.000,0.000%,8.91M,596.79K,No Profit,0.15,0.00%,287.35M
Other Minerals,06128.HK,GRAPHEX GROUP,0.790,-0.030,-3.659%,562.00K,448.68K,No Profit,2.22,0.00%,385.72M
Other Minerals,08022.HK,EVERSHINE GP,0.010,0.000,0.000%,30.00K,300.00,No Profit,0.44,0.00%,21.64M
Other Minerals,08331.HK,P.B. GROUP,0.060,+0.002,+3.448%,170.00K,10.20K,4.84,0.43,0.00%,47.73M
Fertilisers & Agricultural Chemicals,00297.HK,SINOFERT,1.080,-0.040,-3.571%,11.06M,12.02M,9.88,0.80,3.03%,7.59B
Nonferrous Metal,00505.HK,XINGYE ALLOY,1.100,-0.040,-3.509%,21.00K,23.02K,5.13,0.61,0.00%,896.01M
Nonferrous Metal,00521.HK,CWT INT'L,0.092,+0.002,+2.222%,2.11M,187.62K,25.56,0.24,0.00%,1.05B
Nonferrous Metal,00601.HK,REMT,0.054,-0.001,-1.818%,520.00K,27.04K,No Profit,0.25,0.00%,355.56M
Nonferrous Metal,00637.HK,LEE KEE,0.360,0.000,0.000%,0.00,0.00,17.65,0.35,2.78%,298.35M
Nonferrous Metal,00661.HK,CDAYENONFER,0.113,+0.001,+0.893%,6.78M,772.92K,5.54,0.63,0.00%,2.02B
Fertilisers & Agricultural Chemicals,00509.HK,SUNSHINE,0.047,0.000,0.000%,24.86M,1.17M,No Profit,0.06,0.00%,215.31M
Fertilisers & Agricultural Chemicals,00809.HK,GLOBAL BIO-CHEM,0.218,-0.001,-0.457%,792.00K,173.20K,No Profit,N/A,0.00%,1.94B
Fertilisers & Agricultural Chemicals,00827.HK,KO YO GROUP,0.088,0.000,0.000%,39.05M,3.44M,No Profit,23.86,0.00%,482.95M
Fertilisers & Agricultural Chemicals,01103.HK,DASHENG AGR FIN,0.019,+0.001,+5.556%,5.68M,105.88K,No Profit,N/A,0.00%,117.84M
Fertilisers & Agricultural Chemicals,01702.HK,DONGGUANG CHEM,1.450,0.000,0.000%,0.00,0.00,6.02,0.61,3.45%,900.37M
Nonferrous Metal,00769.HK,CHINA RAREEARTH,0.880,+0.020,+2.326%,36.08M,32.11M,104.76,0.74,0.00%,2.06B
Nonferrous Metal,00976.HK,CHIHO ENV,0.900,0.000,0.000%,5.86M,5.23M,No Profit,0.32,0.00%,1.44B
Nonferrous Metal,00985.HK,CST GROUP,2.050,+0.050,+2.500%,65.72K,132.94K,0.33,0.17,0.00%,991.64M
Nonferrous Metal,01091.HK,SOUTH MANGANESE,0.475,-0.010,-2.062%,1.84M,886.03K,No Profit,0.65,0.00%,1.63B
Nonferrous Metal,01164.HK,CGN MINING,0.680,-0.040,-5.556%,5.99M,4.11M,28.94,2.21,0.74%,4.49B
Environmental Energy Material,00155.HK,CHINA SOLAR,0.180,0.000,0.000%,0.00,0.00,No Profit,0.36,0.00%,276.93M
Fertilisers & Agricultural Chemicals,01866.HK,CHINA XLX FERT,4.400,-0.040,-0.901%,2.63M,11.88M,12.44,0.96,2.71%,5.16B
Fertilisers & Agricultural Chemicals,03983.HK,CHINA BLUECHEM,2.260,-0.010,-0.441%,10.43M,23.09M,11.85,0.60,4.22%,4.00B
Fertilisers & Agricultural Chemicals,08189.HK,TEDA BIOMEDICAL,0.300,-0.040,-11.765%,40.00K,12.10K,No Profit,3.34,0.00%,359.10M
Nonferrous Metal,01208.HK,MMG,3.390,-0.030,-0.877%,18.13M,61.57M,No Profit,3.77,0.00%,29.29B
Nonferrous Metal,01258.HK,CHINFMINING,3.870,+0.020,+0.519%,10.59M,40.33M,13.94,1.57,2.87%,14.47B
Nonferrous Metal,01333.HK,CHINA ZHONGWANG,1.760,-0.050,-2.762%,3.57M,6.33M,5.91,0.22,0.00%,9.59B
Nonferrous Metal,01378.HK,CHINAHONGQIAO,10.400,-0.120,-1.141%,16.59M,172.01M,7.15,1.09,6.25%,94.86B
Nonferrous Metal,01636.HK,CMRU,0.230,-0.005,-2.128%,18.45M,4.23M,No Profit,0.34,0.00%,755.31M
Environmental Energy Material,00438.HK,IRICO NEWENERGY,26.350,-1.750,-6.228%,384.00K,10.28M,13.40,2.23,0.00%,2.54B
Environmental Energy Material,00712.HK,COMTEC SOLAR,0.500,-0.030,-5.660%,12.69M,6.36M,No Profit,N/A,0.00%,389.14M
Environmental Energy Material,00757.HK,SOLARGIGA,0.405,-0.040,-8.989%,21.94M,9.07M,No Profit,7.60,0.00%,1.35B
Environmental Energy Material,00819.HK,TIANNENG POWER,13.460,-0.120,-0.884%,3.72M,50.07M,5.13,1.45,2.97%,15.16B
Environmental Energy Material,00841.HK,CASSAVA RES,0.355,0.000,0.000%,0.00,0.00,No Profit,0.25,0.00%,207.58M
Nonferrous Metal,01772.HK,GANFENGLITHIUM,111.600,-4.400,-3.793%,4.39M,490.20M,118.52,11.72,0.32%,32.17B
Nonferrous Metal,01891.HK,HENG HUP,0.174,+0.001,+0.578%,28.00K,4.87K,10.73,0.49,3.16%,174.00M
Nonferrous Metal,02078.HK,PANASIALUM,0.270,0.000,0.000%,80.00K,21.60K,0.35,0.26,0.00%,324.00M
Nonferrous Metal,02133.HK,GREENWAY MINING,0.228,0.000,0.000%,0.00,0.00,No Profit,0.05,0.00%,102.02M
Nonferrous Metal,02336.HK,HAILIANG INTL,0.218,-0.001,-0.457%,1.04M,227.43K,No Profit,0.85,0.00%,395.87M
Environmental Energy Material,00842.HK,LEOCH INT'L,0.730,0.000,0.000%,185.00K,138.31K,6.81,0.26,0.00%,991.23M
Environmental Energy Material,00951.HK,CHAOWEI POWER,2.380,-0.050,-2.058%,1.12M,2.69M,3.07,0.43,4.92%,2.63B
Environmental Energy Material,00968.HK,XINYI SOLAR,15.400,-1.360,-8.115%,91.56M,1.41B,27.80,5.12,1.66%,135.69B
Environmental Energy Material,01399.HK,VESON HLDG,0.260,0.000,0.000%,0.00,0.00,No Profit,0.24,0.00%,283.40M
Environmental Energy Material,03800.HK,GCL-POLY ENERGY,1.980,0.000,0.000%,0.00,0.00,No Profit,1.58,0.00%,49.62B
Nonferrous Metal,02362.HK,JINCHUAN INTL,1.190,-0.080,-6.299%,5.81M,7.02M,63.95,2.16,0.08%,15.01B
Nonferrous Metal,02600.HK,CHALCO,4.510,-0.120,-2.592%,27.00M,122.34M,135.14,1.19,0.00%,17.79B
Nonferrous Metal,03833.HK,XINXIN MINING,1.220,-0.050,-3.937%,1.57M,1.93M,14.83,0.51,0.00%,925.98M
Nonferrous Metal,03939.HK,WANGUO MINING,1.990,-0.040,-1.970%,360.00K,722.12K,13.91,1.69,1.79%,1.65B
Environmental Energy Material,06865.HK,FLAT GLASS,29.100,-2.900,-9.062%,14.96M,443.00M,29.42,6.89,0.88%,13.10B
Environmental Energy Material,08111.HK,CT IND GROUP,0.077,-0.003,-3.750%,200.00K,15.90K,2.05,1.65,0.00%,172.55M
Environmental Energy Material,08137.HK,HONBRIDGE,0.455,-0.010,-2.151%,2.49M,1.15M,3.83,0.92,0.00%,4.48B
Chemical Products,00067.HK,LUMENA NEWMAT,25.120,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,3.52B
Chemical Products,00189.HK,DONGYUE GROUP,6.760,+0.260,+4.000%,36.18M,246.37M,15.33,1.40,2.07%,14.28B
Chemical Products,00301.HK,SANVO CHEMICALS,1.390,+0.030,+2.206%,60.00K,82.24K,7.52,2.20,2.16%,594.23M
Chemical Products,00362.HK,XINYANG MAOJIAN,0.275,-0.005,-1.786%,7.45M,2.03M,No Profit,0.98,0.00%,441.02M
Chemical Products,00408.HK,YIP'S CHEMICAL,4.380,-0.010,-0.228%,94.00K,410.94K,8.14,0.72,5.02%,2.43B
Chemical Products,00609.HK,TIANDE CHEMICAL,0.780,0.000,0.000%,0.00,0.00,5.90,0.40,3.85%,664.52M
Chemical Products,00640.HK,INFINITY DEV,0.650,-0.010,-1.515%,124.00K,81.68K,6.64,0.87,8.00%,366.18M
Chemical Products,00701.HK,CNT GROUP,0.400,0.000,0.000%,188.40K,75.31K,No Profit,0.48,5.00%,761.47M
Chemical Products,00746.HK,L & M CHEMICAL,4.680,+0.070,+1.518%,98.00K,456.54K,7.69,0.87,5.13%,3.86B
Chemical Products,00990.HK,THEME INT'L,1.480,+0.020,+1.370%,28.79M,42.46M,39.26,10.50,0.00%,19.94B
Chemical Products,01047.HK,NGAI HING HONG,0.485,-0.010,-2.020%,6.00K,2.89K,No Profit,0.39,0.00%,179.06M
Chemical Products,01561.HK,PAN ASIA DATA H,1.970,-0.010,-0.505%,300.00K,591.68K,No Profit,5.68,0.00%,1.47B
Chemical Products,01863.HK,CHI LONGEVITY,1.370,0.000,0.000%,0.00,0.00,21.77,2.45,0.00%,1.17B
Chemical Products,01907.HK,CHINA RISUN GP,4.810,-0.070,-1.434%,4.13M,19.81M,9.61,2.03,3.21%,21.36B
Chemical Products,01950.HK,SUNLIGHT TECH H,0.330,+0.030,+10.000%,61.84M,19.58M,No Profit,1.17,0.00%,396.00M
Chemical Products,01986.HK,TSAKER CHEM,1.300,-0.110,-7.801%,4.00M,5.26M,7.79,0.67,4.40%,1.34B
Chemical Products,02116.HK,JS INNOV,0.405,-0.015,-3.571%,110.00K,42.79K,7.40,0.58,2.47%,194.40M
Chemical Products,02198.HK,CHINA SANJIANG,3.190,+0.040,+1.270%,5.26M,16.71M,2.81,0.68,13.32%,3.80B
Chemical Products,02341.HK,ECOGREEN,2.360,+0.020,+0.855%,791.68K,1.88M,3.76,0.58,3.18%,1.83B
