category,stockNo,stockName,lastPrice,currentRatio,quickRatio,ROA,ROE,grossProfitMargin,netProgitMargin,payout,debtEquityRatio,yrEnd
Property Investment,00131.HK,CHEUK NANG HOLD,2.770,1.21,0.56,0.43%,0.73%,67.03%,8.63%,156.25%,22.06%,2020/06
Property Investment,00141.HK,SKYCHINAFORTUNE,0.181,3.57,3.40,-0.46%,-0.57%,55.66%,-7.86%,N/A,4.05%,2020/12
Property Development,00009.HK,KEYNE LTD,0.063,0.78,0.16,-19.09%,-471.98%,16.99%,-742.16%,N/A,"1,360.58%",2020/12
Property Investment,00149.HK,CH AGRI-PROD EX,0.132,1.37,0.42,8.77%,27.08%,54.08%,75.26%,N/A,77.24%,2021/03
Property Investment,00158.HK,MELBOURNE ENT,159.100,4.26,4.26,-14.93%,-15.09%,81.77%,-581.94%,-10.75%,N/A,2020/09
Property Investment,00163.HK,EMPEROR INT'L,1.150,1.22,0.56,-1.27%,-2.84%,49.15%,-58.27%,N/A,98.95%,2021/03
Property Investment,00171.HK,SILVER GRANT,0.600,5.21,5.21,-2.83%,-4.84%,89.88%,-356.39%,N/A,49.11%,2020/12
Property Investment,00191.HK,LAI SUN INT'L,4.960,1.29,0.57,-2.44%,-8.99%,31.16%,-36.92%,N/A,111.38%,2020/07
Property Development,00012.HK,HENDERSON LAND,36.600,2.28,0.44,2.21%,3.11%,61.16%,40.74%,85.31%,26.92%,2020/12
Property Development,00017.HK,NEW WORLD DEV,39.950,1.19,0.75,0.18%,0.51%,33.78%,1.86%,474.42%,93.12%,2020/06
Property Development,00021.HK,GREAT CHI PPT,0.188,0.76,0.04,-3.65%,-8.38%,31.08%,-174.32%,N/A,0.15%,2020/12
Property Development,00028.HK,TIAN AN,4.620,1.89,1.01,1.45%,2.41%,40.85%,26.19%,48.78%,31.65%,2020/12
Property Development,00034.HK,KOWLOON DEV,9.200,1.85,0.21,2.35%,4.58%,54.48%,17.02%,117.65%,72.23%,2020/12
Property Investment,00207.HK,JOY CITY PPT,0.455,1.51,0.63,0.89%,3.75%,38.68%,7.83%,34.96%,119.33%,2020/12
Property Investment,00212.HK,NANYANG HOLD,40.050,8.88,8.88,1.71%,1.74%,92.73%,47.24%,55.34%,0.11%,2020/12
Property Investment,00214.HK,ASIA ORIENT,1.350,2.66,2.14,2.07%,6.86%,97.59%,36.74%,N/A,122.61%,2021/03
Property Investment,00216.HK,CHINNEY INV,1.870,1.66,0.88,0.37%,0.95%,50.02%,6.09%,35.71%,78.66%,2021/03
Property Investment,00224.HK,PIONEER GLOBAL,1.080,0.09,0.09,2.67%,3.96%,100.00%,106.61%,N/A,30.93%,2021/03
Infrastructure ,00240.HK,BUILD KING HOLD,1.110,1.19,1.19,8.10%,27.89%,9.03%,5.78%,19.72%,36.09%,2020/12
Property Development,00035.HK,FE CONSORT INTL,3.070,1.54,0.66,1.09%,3.94%,30.98%,9.14%,82.97%,205.14%,2021/03
Property Development,00050.HK,HK FERRY (HOLD),5.850,13.25,6.03,0.43%,0.45%,28.43%,12.77%,357.14%,0.09%,2020/12
Property Development,00051.HK,HARBOUR CENTRE,8.500,1.23,0.30,-4.67%,-7.23%,100.00%,-33.78%,-8.86%,18.15%,2020/12
Property Development,00059.HK,SKYFAME REALTY,0.950,1.39,0.47,3.27%,21.87%,28.15%,12.35%,20.66%,203.85%,2020/12
Property Development,00081.HK,CH OVS G OCEANS,4.510,1.46,0.48,2.61%,18.13%,27.13%,10.20%,22.65%,154.07%,2020/12
Property Investment,00225.HK,POKFULAM,11.740,1.71,1.57,-1.06%,-1.10%,100.00%,-42.52%,-70.37%,1.01%,2020/09
Property Investment,00237.HK,SAFETY GODOWN,3.780,21.05,21.05,-3.30%,-3.41%,100.00%,-134.43%,N/A,N/A,2021/03
Property Investment,00247.HK,TST PROPERTIES,23.900,2.48,1.53,0.48%,1.14%,58.37%,15.20%,114.58%,8.54%,2020/06
Property Investment,00251.HK,SEA HOLDINGS,7.170,1.16,1.16,0.89%,2.42%,100.00%,25.04%,21.74%,168.01%,2020/12
Infrastructure ,00390.HK,CHINA RAILWAY,4.020,1.05,0.78,2.10%,12.08%,9.27%,2.58%,18.69%,120.80%,2020/12
Infrastructure ,00498.HK,BLUE RIVER HLDG,0.370,2.65,2.09,2.30%,3.88%,156.15%,54.56%,N/A,13.43%,2021/03
Infrastructure ,00610.HK,WAI KEE HOLD,4.130,1.14,1.13,7.06%,10.99%,10.03%,13.58%,23.36%,13.69%,2020/12
Infrastructure ,00871.HK,CH DREDG ENV,0.137,0.52,0.52,-21.86%,-57.99%,-15.21%,-183.90%,N/A,85.10%,2020/12
Infrastructure ,01034.HK,FULLWEALTH,1.590,2.12,2.00,-40.71%,-66.02%,-20.23%,-27.05%,N/A,8.14%,2020/12
Property Development,00083.HK,SINO LAND,12.520,2.49,1.53,0.90%,1.16%,58.60%,28.67%,229.17%,3.65%,2020/06
Property Development,00088.HK,TAI CHEUNG HOLD,4.950,23.50,7.11,-0.39%,-0.41%,4.47%,-38.21%,-480.00%,2.98%,2021/03
Property Development,00095.HK,LVGEM CHINA,2.000,3.04,0.72,4.65%,13.97%,49.14%,63.66%,N/A,124.39%,2020/12
Property Development,00106.HK,LANDSEA PPT,0.670,1.52,0.96,-0.41%,-2.02%,19.00%,-1.12%,-114.41%,132.67%,2020/12
Property Development,00112.HK,LERTHAI GROUP,0.890,0.36,0.05,0.57%,2.68%,53.57%,12.36%,N/A,206.61%,2019/12
Infrastructure ,01186.HK,CHINA RAIL CONS,5.100,1.12,0.82,1.80%,8.81%,9.26%,2.46%,15.33%,76.49%,2020/12
Infrastructure ,01343.HK,WEI YUAN HLDG,0.130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Infrastructure ,01372.HK,C CARBONNEUTRAL,5.780,0.52,0.52,118.06%,-44.49%,1.69%,63.14%,N/A,-66.39%,2020/12
Infrastructure ,01421.HK,KINGBO STRIKE,0.084,5.97,5.96,-18.00%,-25.97%,8.29%,-24.76%,N/A,0.86%,2020/06
Infrastructure ,01472.HK,SANG HING HLDGS,0.211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Property Development,00115.HK,GRAND FIELD GP,0.770,0.44,0.11,0.81%,2.79%,46.89%,3.04%,N/A,63.76%,2020/12
Property Development,00119.HK,POLY PROPERTY,2.010,1.69,0.63,0.91%,5.30%,33.74%,6.01%,24.93%,244.31%,2020/12
Property Development,00120.HK,COSMOPOL INT'L,1.520,1.26,0.14,-2.14%,-8.26%,36.93%,-177.44%,N/A,69.77%,2020/12
Property Development,00123.HK,YUEXIU PPT-NEW,8.150,1.61,0.46,1.61%,9.71%,25.15%,9.19%,36.69%,156.71%,2020/12
Property Development,00124.HK,GD LAND,1.030,2.30,0.96,8.06%,24.60%,30.75%,42.04%,1.56%,113.70%,2020/12
Infrastructure ,01559.HK,KWAN ON HLDGS,0.290,2.22,1.75,-2.54%,-4.68%,2.24%,-4.53%,N/A,46.65%,2021/03
Infrastructure ,01599.HK,UCD,2.020,1.19,1.18,3.73%,14.43%,18.99%,7.88%,N/A,101.47%,2020/12
Infrastructure ,01618.HK,MCC,1.770,1.17,0.99,1.55%,10.16%,11.35%,1.96%,23.44%,72.24%,2020/12
Infrastructure ,01706.HK,SHUANG YUN HLDG,0.280,1.51,1.51,0.41%,1.04%,14.60%,0.87%,N/A,107.17%,2020/12
Infrastructure ,01707.HK,GEOTECH HLDGS,0.380,4.97,4.97,-9.37%,-11.69%,1.57%,-8.46%,N/A,1.25%,2020/12
Property Development,00129.HK,ASIA STANDARD,1.300,2.61,2.07,3.20%,6.23%,97.33%,55.02%,2.91%,80.94%,2021/03
Property Development,00147.HK,IB SETTLEMENT,0.078,1.12,0.29,-3.93%,-17.08%,24.79%,-154.68%,N/A,103.57%,2021/03
Property Development,00160.HK,HON KWOK LAND,3.800,1.76,0.89,0.60%,1.01%,49.99%,9.52%,73.53%,47.82%,2021/03
Property Development,00169.HK,WANDA HOTEL DEV,0.485,0.90,0.90,2.51%,7.44%,59.68%,25.19%,N/A,59.22%,2020/12
Property Development,00173.HK,K. WAH INT'L,3.780,2.82,0.98,4.00%,7.50%,51.08%,27.86%,20.09%,57.48%,2020/12
Infrastructure ,01800.HK,CHINA COMM CONS,3.780,1.00,0.88,1.14%,6.08%,12.82%,2.38%,19.66%,165.41%,2020/12
Infrastructure ,01829.HK,CMEC,3.600,1.18,1.17,2.33%,6.52%,19.23%,6.21%,N/A,8.89%,2020/12
Infrastructure ,01865.HK,TRENDZON HLDG,1.270,2.27,2.27,4.40%,8.05%,22.97%,7.49%,N/A,56.98%,2021/03
Infrastructure ,01903.HK,JBB BUILDERS,0.660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Infrastructure ,01960.HK,TBKS HLDGS,0.395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Property Development,00183.HK,WINFULL GP,0.305,2.14,1.78,-7.43%,-8.54%,79.11%,-454.71%,N/A,11.62%,2020/06
Property Development,00185.HK,ZENSUN ENT,0.630,1.31,0.21,1.17%,9.94%,21.64%,9.70%,11.51%,192.23%,2020/12
Property Development,00194.HK,LIU CHONG HING,8.260,3.99,2.22,1.09%,1.29%,57.92%,21.07%,93.02%,11.77%,2020/12
Property Development,00199.HK,ITC PROPERTIES,0.980,0.88,0.42,-10.03%,-18.97%,16.72%,-290.24%,N/A,77.07%,2021/03
Infrastructure ,01987.HK,BENG SOON MACH,2.230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Infrastructure ,02068.HK,CHALIECO,1.430,1.29,1.18,-3.86%,-24.09%,9.00%,-9.13%,N/A,163.87%,2020/12
Infrastructure ,02110.HK,YUE KAN HLDG,0.127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Infrastructure ,02132.HK,LANDRICH HLDG,0.163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Infrastructure ,02193.HK,MAN KING HOLD,0.320,3.31,3.26,4.98%,6.21%,10.63%,5.69%,N/A,1.44%,2021/03
Infrastructure ,02258.HK,WATTS INT'L,0.560,1.09,1.06,1.36%,7.06%,11.14%,2.58%,23.55%,9.13%,2020/12
Infrastructure ,06816.HK,PROSPER CONS,0.630,1.35,1.35,0.77%,2.54%,5.91%,0.93%,N/A,83.69%,2020/12
Infrastructure ,06888.HK,FREETECH,0.320,1.67,1.56,2.37%,4.08%,21.80%,5.84%,N/A,13.34%,2020/12
Infrastructure ,08059.HK,GLORY FLAME,0.059,1.20,1.15,-10.59%,-33.71%,28.87%,-18.86%,N/A,168.71%,2020/12
Construction Materials,00058.HK,SUNWAY INT'L,0.440,1.51,1.41,-4.00%,-9.41%,19.99%,-4.89%,N/A,21.86%,2020/12
Construction Materials,00366.HK,LUKS GROUP (VN),1.620,4.25,3.81,2.17%,2.48%,28.76%,11.64%,40.98%,0.35%,2020/12
Construction Materials,00380.HK,CHINA PIPE,0.130,4.02,2.76,2.47%,3.57%,28.25%,4.05%,N/A,31.47%,2020/12
Construction Materials,00691.HK,SHANSHUI CEMENT,2.020,0.73,0.50,11.51%,20.30%,33.34%,15.26%,N/A,25.76%,2020/12
Construction Materials,00695.HK,DONGWU CEMENT,2.760,2.37,2.24,6.22%,9.42%,21.92%,10.90%,66.84%,12.89%,2020/12
Construction Materials,00713.HK,WORLD HOUSEWARE,0.890,1.14,0.85,2.37%,3.72%,20.49%,8.44%,N/A,10.66%,2020/12
Construction & Decoration,00153.HK,CHINA SAITE,0.104,7.39,7.28,2.98%,3.61%,19.72%,8.26%,N/A,9.26%,2019/12
Construction Materials,00726.HK,DIT GROUP,0.810,1.47,1.40,3.05%,7.39%,31.69%,14.58%,N/A,66.29%,2020/12
Construction Materials,00743.HK,ASIA CEMENT CH,6.030,3.79,3.57,12.34%,16.53%,41.75%,24.66%,30.01%,19.05%,2020/12
Construction Materials,00914.HK,CONCH CEMENT,40.700,4.67,2.10,17.50%,21.75%,28.45%,19.95%,31.93%,6.16%,2020/12
Construction Materials,01001.HK,HK SH ALLIANCE,0.255,1.01,0.60,0.06%,0.19%,12.20%,0.08%,384.62%,164.60%,2021/03
Construction Materials,01102.HK,ENVIRO ENERGY,0.090,7.04,7.04,-2.93%,-4.52%,1.11%,-47.69%,N/A,36.91%,2020/12
Steel,00024.HK,BURWILL,0.071,0.02,0.02,12.42%,-2.35%,2.70%,2.48%,N/A,-86.56%,2020/12
Construction & Decoration,00368.HK,SUPERLAND GROUP,0.580,1.23,1.23,3.51%,13.10%,13.70%,2.65%,N/A,170.75%,2020/12
Construction & Decoration,00385.HK,CHINNEY ALLI,1.120,1.59,1.49,2.90%,6.20%,11.33%,2.51%,19.14%,22.54%,2020/12
Construction & Decoration,00406.HK,YAU LEE HOLD,1.340,1.28,0.99,2.94%,10.18%,8.47%,2.21%,22.71%,115.72%,2021/03
Construction & Decoration,00577.HK,SOUTH SHORE HLD,0.024,0.50,0.49,-11.77%,56.15%,-0.77%,-9.37%,N/A,-332.17%,2020/03
Construction & Decoration,00589.HK,JIANZHONG CONS,1.180,1.63,1.60,2.63%,5.46%,22.56%,4.67%,17.45%,35.35%,2020/12
Construction Materials,01118.HK,GOLIK HOLDINGS,0.820,1.49,1.09,3.82%,9.20%,16.58%,3.13%,21.49%,93.70%,2020/12
Construction Materials,01252.HK,CHINA TIANRUI,5.880,1.19,1.11,5.74%,12.66%,34.49%,15.29%,N/A,76.69%,2020/12
Construction Materials,01312.HK,TONGFANG KONTA,0.075,1.24,1.10,-10.51%,-22.00%,55.07%,-26.47%,N/A,64.46%,2020/12
Construction Materials,01313.HK,CHINARES CEMENT,7.250,1.44,1.31,13.07%,18.05%,39.01%,22.35%,47.93%,13.83%,2020/12
Construction Materials,01592.HK,ANCHORSTONE,2.170,1.60,1.17,-10.22%,-27.50%,11.21%,-20.02%,N/A,132.41%,2020/12
Steel,00103.HK,SHOUGANG CENT,0.265,1.15,1.00,4.40%,9.01%,19.31%,7.26%,19.33%,29.95%,2020/12
Steel,00159.HK,BROCKMAN MINING,0.220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Steel,00323.HK,MAANSHAN IRON,3.380,0.87,0.62,2.46%,6.98%,9.78%,2.43%,50.49%,67.25%,2020/12
Steel,00347.HK,ANGANG STEEL,4.800,0.83,0.45,2.25%,3.71%,9.21%,1.96%,40.00%,26.47%,2020/12
Steel,00581.HK,CHINA ORIENTAL,2.410,1.28,1.03,3.56%,7.67%,5.88%,4.05%,23.41%,55.01%,2020/12
Construction & Decoration,00630.HK,AMCO UNITED,0.102,3.76,3.76,-16.44%,-26.47%,24.74%,-65.04%,N/A,25.80%,2020/12
Construction & Decoration,00687.HK,TYSAN HOLDINGS,0.475,2.56,2.51,-4.63%,-7.32%,-2.05%,-3.43%,N/A,5.14%,2020/12
Construction & Decoration,00711.HK,ASIA ALLIED INF,0.590,1.18,1.17,-2.15%,-8.06%,4.13%,-2.45%,-8.56%,142.96%,2021/03
Construction & Decoration,00747.HK,SHENYANG PUBLIC,0.152,1.80,1.80,-4.42%,-5.85%,4.88%,-566.22%,N/A,0.10%,2020/12
Construction & Decoration,00750.HK,SFSY ENERGY,1.360,1.53,1.52,2.26%,7.15%,12.68%,5.58%,19.58%,102.72%,2020/12
Construction Materials,01653.HK,MOS HOUSE,0.365,1.53,0.98,4.19%,8.90%,100.00%,6.84%,N/A,68.20%,2021/03
Construction Materials,01847.HK,GHPC,1.600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction Materials,01937.HK,JIACHEN HOLDING,0.130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction Materials,02009.HK,BBMG,1.440,1.54,0.52,0.98%,6.07%,19.90%,2.63%,22.22%,218.19%,2020/12
Construction Materials,02060.HK,PUJIANG INTL,3.710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Steel,00803.HK,PROSPERITY INTL,0.037,0.61,0.11,-7.56%,67.48%,22.50%,-24.71%,N/A,-280.52%,2020/03
Steel,00826.HK,TIANGONG INT'L,3.250,1.37,1.02,4.80%,9.82%,23.25%,10.29%,35.02%,61.53%,2020/12
Steel,00893.HK,CHINAVTM MINING,0.195,1.10,1.07,-1.39%,-2.72%,9.54%,-3.49%,N/A,14.69%,2020/12
Steel,01029.HK,IRC,0.260,0.75,0.44,14.76%,26.27%,33.65%,44.77%,N/A,54.69%,2020/12
Steel,01053.HK,CHONGQING IRON,1.990,0.97,0.60,1.60%,3.19%,7.48%,2.61%,N/A,25.79%,2020/12
Construction & Decoration,00784.HK,LING YUI,0.142,1.52,1.41,-0.26%,-0.53%,7.90%,-0.23%,N/A,41.36%,2021/03
Construction & Decoration,00830.HK,CSC DEVELOPMENT,1.180,1.04,1.01,2.63%,13.85%,10.77%,4.28%,33.26%,94.08%,2020/12
Construction & Decoration,00896.HK,HANISON,1.240,0.54,0.31,3.38%,6.65%,9.45%,18.94%,29.76%,77.15%,2021/03
Construction & Decoration,00924.HK,KHOON GROUP,0.405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,00983.HK,SOCAM DEV,1.670,1.19,0.95,0.53%,1.66%,100.00%,0.92%,N/A,99.07%,2020/12
Construction Materials,02128.HK,CHINA LESSO,18.620,1.22,0.91,8.06%,18.90%,29.86%,13.36%,34.39%,81.83%,2020/12
Construction Materials,02187.HK,ZHIXIN GP HLDG,1.240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction Materials,02233.HK,WESTCHINACEMENT,1.160,1.05,0.90,8.25%,15.11%,32.85%,21.88%,41.81%,35.93%,2020/12
Construction Materials,03323.HK,CNBM,9.030,0.79,0.69,2.75%,13.91%,26.22%,4.93%,31.59%,197.70%,2020/12
Construction Materials,03789.HK,ROYAL DELUXE,0.127,2.17,2.17,8.34%,13.32%,7.60%,4.26%,N/A,15.50%,2021/03
Steel,01090.HK,DA MING INT'L,2.960,0.87,0.35,3.23%,11.76%,4.08%,0.99%,17.98%,181.17%,2020/12
Steel,01104.HK,APAC RESOURCES,1.280,17.72,16.52,-12.18%,-12.50%,11.43%,-98.37%,-28.38%,0.13%,2020/06
Steel,01116.HK,MAYER HOLDINGS,0.232,1.83,1.52,2.05%,3.64%,20.70%,2.73%,N/A,38.95%,2020/12
Steel,01203.HK,GUANGNAN (HOLD),0.700,3.99,3.35,2.11%,2.71%,10.22%,2.75%,32.47%,2.41%,2020/12
Steel,01231.HK,NEWTON RES,0.670,1.15,1.15,0.61%,2.67%,1.43%,0.18%,N/A,66.03%,2020/12
Construction & Decoration,00994.HK,CT VISION SL,2.270,1.71,1.71,-31.08%,-66.05%,-20.74%,-59.94%,N/A,38.29%,2020/12
Construction & Decoration,01162.HK,LUMINA GROUP,0.174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01183.HK,MECOM POWER,3.700,3.26,3.26,8.34%,11.60%,12.35%,7.20%,96.94%,N/A,2020/12
Construction & Decoration,01253.HK,GREENLAND BROAD,0.295,1.08,1.08,2.27%,7.86%,28.19%,11.58%,N/A,74.97%,2020/12
Construction & Decoration,01271.HK,GRAND MING,7.900,0.84,0.28,1.51%,6.02%,22.19%,9.99%,266.67%,161.65%,2021/03
Construction Materials,06193.HK,TAILAM TECHCON,0.700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction Materials,08277.HK,STEEDORIENTAL,0.390,1.35,0.82,-6.64%,-88.25%,19.73%,-15.12%,N/A,732.69%,2021/03
Construction Materials,08349.HK,MEIGU TECH,1.020,2.41,2.13,5.68%,9.39%,33.28%,5.68%,N/A,8.46%,2020/12
Construction Materials,08427.HK,SK TARGET,0.093,4.21,3.95,-9.59%,-12.26%,29.04%,-19.24%,N/A,9.36%,2020/05
Steel,01266.HK,XIWANG STEEL,0.360,0.39,0.30,0.12%,0.32%,3.07%,0.12%,N/A,73.82%,2020/12
Steel,01370.HK,AOWEI HOLDING,1.060,1.22,1.08,-4.24%,-7.49%,33.14%,-12.14%,N/A,58.46%,2019/12
Steel,01553.HK,MAIKE TUBE,1.680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Steel,01721.HK,FSM HOLDINGS,0.370,9.17,8.23,0.13%,0.15%,28.78%,0.61%,N/A,6.25%,2019/12
Steel,01894.HK,HANG YICK HLDGS,0.660,2.66,2.44,3.67%,4.93%,24.85%,6.11%,18.75%,26.63%,2020/03
Precious Metal,00274.HK,C BILLION RES,0.239,0.55,0.55,-29.09%,-43.74%,46.99%,-189.96%,N/A,125.81%,2020/12
Construction & Decoration,01283.HK,ACCEL GROUP,1.590,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01315.HK,VISION FAME,0.025,1.55,1.54,-1.83%,-14.39%,2.33%,-0.30%,N/A,204.40%,2020/03
Construction & Decoration,01376.HK,RAFFLESINTERIOR,0.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01408.HK,MACAU E&M,0.360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01413.HK,KWONG LUEN ENG,0.285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Steel,02112.HK,CAA RESOURCES,0.084,1.08,1.08,-12.60%,-87.03%,-2.05%,-106.27%,N/A,295.48%,2020/12
Steel,02623.HK,ADD NEW ENERGY,0.230,2.07,1.69,9.16%,18.53%,8.10%,6.28%,N/A,58.43%,2020/12
Steel,02738.HK,HUAJIN INTL,2.900,0.73,0.53,1.78%,6.38%,5.28%,1.28%,135.45%,168.86%,2020/12
Steel,03788.HK,CHINA HANKING,1.260,0.79,0.61,11.64%,32.85%,34.31%,14.18%,48.40%,70.89%,2020/12
Steel,06890.HK,KANGLI INT HLDG,0.680,1.37,1.00,3.83%,10.62%,10.99%,4.51%,26.57%,81.51%,2020/12
Precious Metal,00340.HK,TONGGUAN GOLD,0.345,0.30,0.22,-0.17%,-0.35%,22.13%,-1.93%,N/A,13.26%,2020/12
Precious Metal,00621.HK,TAUNG GOLD,0.029,16.05,16.05,-15.89%,-19.90%,100.00%,"-28,246.48%",N/A,0.01%,2021/03
Precious Metal,00663.HK,KING STONE ENGY,0.064,0.64,0.61,-57.74%,-134.04%,28.39%,-524.57%,N/A,169.37%,2020/12
Precious Metal,00815.HK,CHI SILVER GP,0.690,5.04,1.94,5.04%,8.08%,9.10%,4.78%,N/A,7.95%,2020/12
Precious Metal,01194.HK,BAY AREA GOLD,0.590,0.23,0.15,-28.82%,-66.06%,17.27%,-200.04%,N/A,79.90%,2020/12
Papermaking,00731.HK,SAMSON PAPER,0.365,1.11,0.83,1.67%,5.57%,9.48%,1.85%,26.09%,140.17%,2019/03
Construction & Decoration,01416.HK,CTR HOLDINGS,0.249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01420.HK,CHUAN HOLDING,0.144,3.58,3.58,-6.85%,-9.87%,-5.63%,-11.56%,N/A,22.33%,2020/12
Construction & Decoration,01427.HK,CH TIANBAO GP,3.150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Construction & Decoration,01429.HK,SKYMISSION GP,0.163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Precious Metal,01712.HK,DRAGON MINING,1.720,3.82,2.16,11.94%,19.06%,25.49%,14.72%,N/A,6.29%,2020/12
Precious Metal,01787.HK,SD GOLD,13.740,0.52,0.42,3.46%,8.99%,10.30%,3.51%,9.80%,46.34%,2020/12
Precious Metal,01818.HK,ZHAOJIN MINING,7.530,0.66,0.35,2.65%,8.75%,47.27%,13.76%,15.63%,145.01%,2020/12
Precious Metal,02099.HK,CHINAGOLDINTL,20.800,1.32,0.65,3.37%,7.09%,24.29%,12.96%,42.49%,77.64%,2020/12
Precious Metal,02899.HK,ZIJIN MINING,10.460,0.83,0.45,3.57%,11.51%,11.91%,3.80%,48.00%,116.88%,2020/12
Papermaking,00794.HK,COME SURE GROUP,0.700,1.15,0.95,1.83%,4.15%,18.84%,2.27%,N/A,81.15%,2021/03
Papermaking,00923.HK,IWS,0.060,9.96,9.94,-2.77%,-2.83%,56.67%,-46.55%,N/A,0.01%,2021/03
Papermaking,01812.HK,CHENMING PAPER,4.950,0.70,0.60,1.87%,7.35%,5.47%,5.57%,51.39%,213.18%,2020/12
Papermaking,02002.HK,SUNSHINE PAPER,1.870,0.65,0.53,5.31%,15.96%,21.53%,7.46%,N/A,133.47%,2020/12
Papermaking,02314.HK,LEE & MAN PAPER,6.580,1.40,0.89,7.53%,12.40%,22.22%,13.62%,37.04%,40.11%,2020/12
Precious Metal,03330.HK,LINGBAO GOLD,1.060,0.73,0.37,1.34%,5.03%,11.69%,1.60%,N/A,211.43%,2020/12
Precious Metal,08028.HK,TIMELESS,0.048,3.33,3.14,4.10%,15.11%,100.00%,4.20%,N/A,28.42%,2021/03
Precious Metal,08162.HK,LOCO HK,0.260,9.85,9.78,-84.18%,-98.50%,100.00%,-447.78%,N/A,4.99%,2020/12
Precious Metal,08299.HK,GRAND T G GOLD,0.052,0.18,0.15,-2.07%,-8.40%,24.83%,-18.01%,N/A,208.97%,2021/03
Papermaking,02320.HK,HOP FUNG GROUP,0.275,1.71,1.33,0.06%,0.08%,12.29%,0.13%,N/A,17.93%,2020/12
Papermaking,02689.HK,ND PAPER,11.040,1.12,0.80,5.26%,10.33%,17.58%,8.12%,35.96%,65.12%,2020/06
Other Minerals,00217.HK,CHINA CHENGTONG,0.185,2.32,2.00,3.11%,4.07%,19.99%,13.03%,43.06%,11.61%,2020/12
Other Minerals,00758.HK,MACROLINK CAP,0.270,0.71,0.47,-24.14%,-60.86%,0.36%,-24.71%,N/A,28.42%,2020/12
Other Minerals,01380.HK,CHI KINGSTONE,0.033,2.29,2.28,-8.58%,-9.73%,9.48%,-41.85%,N/A,2.91%,2020/12
Other Minerals,02212.HK,FB MINING,0.024,5.20,5.15,-16.13%,-18.65%,-10.41%,-58.09%,N/A,0.83%,2020/12
Other Minerals,02302.HK,CNNC INT'L,1.500,0.57,0.56,-14.83%,-32.28%,1.48%,-5.36%,N/A,103.20%,2020/12
Other Minerals,02326.HK,NPE HOLDINGS,0.019,2.03,1.96,-3.88%,-7.37%,1.84%,-6.30%,N/A,4.25%,2021/03
Nonferrous Metal,00098.HK,XINGFA ALUM,12.820,1.30,1.01,9.07%,20.70%,13.71%,6.44%,16.50%,30.81%,2020/12
Other Minerals,03313.HK,ARTGO HOLDINGS,0.067,1.45,1.16,-10.23%,-14.80%,14.71%,-325.97%,N/A,26.56%,2020/12
Other Minerals,06128.HK,GRAPHEX GROUP,0.790,0.83,0.74,-8.30%,-53.46%,40.38%,-23.58%,N/A,361.50%,2020/12
Other Minerals,08022.HK,EVERSHINE GP,0.010,0.67,0.10,-30.99%,138.08%,81.23%,"-1,711.26%",N/A,-366.14%,2020/12
Other Minerals,08331.HK,P.B. GROUP,0.060,3.61,3.47,5.57%,7.72%,52.69%,12.93%,N/A,10.89%,2020/12
Nonferrous Metal,00166.HK,NEWTIMES ENERGY,0.073,3.70,3.58,-7.78%,-10.47%,0.47%,-1.58%,N/A,20.12%,2020/12
Nonferrous Metal,00195.HK,GREENTECH INTL,0.102,1.02,0.59,-2.44%,-5.72%,5.47%,-3.86%,N/A,71.08%,2020/12
Nonferrous Metal,00358.HK,JIANGXI COPPER,15.720,1.39,0.81,1.58%,3.72%,3.17%,0.70%,15.63%,81.72%,2020/12
Nonferrous Metal,00433.HK,NORTH MINING,0.013,0.72,0.48,-14.39%,-42.34%,10.89%,-87.73%,N/A,96.24%,2019/12
